id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,replies_count,retweets_count,likes_count,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,retweet_date,translate,trans_src,trans_dest,urls/0,hashtags/0,hashtags/1,hashtags/2,hashtags/3,reply_to/0/screen_name,reply_to/0/name,reply_to/0/id,reply_to/1/screen_name,reply_to/1/name,reply_to/1/id,mentions/0/screen_name,mentions/0/name,mentions/0/id,photos/0,reply_to/2/screen_name,reply_to/2/name,reply_to/2/id,photos/1,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,hashtags/14
1320326828163170300,1320326828163170304,2020-10-25 18:30:20 SE Asia Standard Time,2020-10-25,18:30:20,+0700,1243059846271750100,__goldenangel_,Belissimo,,Lihat aja setelah proyek demo CS nya udah kelar pasti akan PSBB total lagi  Ndadak pakai narasi injek rem darurat segala   https://t.co/snXM09cemj,in,21,36,101,https://twitter.com/__GoldenAngel_/status/1320326828163170304,false,,0,,,,,,,,,,,,https://m.kumparan.com/kumparannews/anies-perpanjang-psbb-transisi-hingga-8-november-1uSVva3BXMf/full?utm_source=babeapp&utm_medium=Aggregator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320181032935538700,1319896776460038144,2020-10-25 08:51:00 SE Asia Standard Time,2020-10-25,08:51:00,+0700,2554936717,ryopsiboro,Johnjevw,,@Rahmatan2019 @tempodotco @MLevitt_NP2013 Lockdown yang terus menerus bencana. Kata WHO juga hanya sementara. Penerapan yg berhasil dan benar seperti di Wuhan. Total dan masif lsg dan semua hrs dengan persiapan matang tidak terserah pemdanya aja sendiri2 spt DKI PSBB jilid 2 tapi daerah penyangga tidak.,in,1,0,1,https://twitter.com/ryopsiboro/status/1320181032935538688,false,,0,,,,,,,,,,,,,,,,,Rahmatan2019,Riri Rahmatan 🌸,1136319510875500544,tempodotco,TEMPO.CO,18129942,,,,,MLevitt_NP2013,Michael Levitt,778341409313042432,,,,,,,,,,,,
1320077783020662800,1319939332136861696,2020-10-25 02:00:43 SE Asia Standard Time,2020-10-25,02:00:43,+0700,1241334533028319200,30rinal,Rinal,,@KompasTV Emang bangsat kalian ... buat makin susah aja nyari duit gara2 cluster baru ... abis itu terbitlah psbb total .. matikan perekonomian. Rumah sakit gembira ... kon********,in,0,0,0,https://twitter.com/30Rinal/status/1320077783020662784,false,,0,,,,,,,,,,,,,,,,,KompasTV,KOMPAS TV,71436318,,,,,,,,,,,,,,,,,,,,,,
1319890771701428200,1319890771701428235,2020-10-24 13:37:37 SE Asia Standard Time,2020-10-24,13:37:37,+0700,1257347831683149800,airinairin_nz,AirinAirin_NZ,,"Dari bulan Maret sampai September juga masih PSBB, kan?  PSBB total, PSBB ketat, PSBB transisi. Semuanya PSBB. Lantas bedanya apa..??  Awas Kovid Hindari Keramaian #RegulasiMudahUsahaLancar",in,3,2,3,https://twitter.com/AirinAirin_NZ/status/1319890771701428235,false,,0,,,,,,,,,,,,,regulasimudahusahalancar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319884896152662000,1319884896152662016,2020-10-24 13:14:16 SE Asia Standard Time,2020-10-24,13:14:16,+0700,4417582514,sicepat_ekspres,SiCepat Ekspres,,"Daripada bingung malmingan mau kemana karna masih PSBB dan malah ngabisin duit, mending merapat ke youtube Rans Entertaiment, pukul 19.00 WIB. Kamu punya kesempatan untuk memenangkan motor Beat CBS New dan uang tunai dengan total jutaan rupiah. Ayo scan QR Code-nya sekarang juga!  https://t.co/nfo4AuTZzB",in,4,1,12,https://twitter.com/sicepat_ekspres/status/1319884896152662016,false,,1,https://pbs.twimg.com/media/ElEsTisU8AUxJx6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/media/ElEsTisU8AUxJx6.jpg,,,,https://pbs.twimg.com/media/ElEsUB4VkAIdh7V.jpg,,,,,,,,,,,
1319820058684649500,1319818915011244034,2020-10-24 08:56:37 SE Asia Standard Time,2020-10-24,08:56:37,+0700,1309455364081868800,jaleeejal,Jaleee 🦊,,"@Wotanet @officialJKT48 Blm nder. Kayanya blm pemotretan deh, karena kmrn kan abis PSBB total",in,0,0,0,https://twitter.com/Jaleeejal/status/1319820058684649472,false,,0,,,,,,,,,,,,,,,,,Wotanet,WOTANET MENFESS | BEBAS JUALAN NO SPAM❗,1664503434,officialJKT48,JKT48,351535962,,,,,,,,,,,,,,,,,,,
1319337145392222200,1319337145392222208,2020-10-23 00:57:42 SE Asia Standard Time,2020-10-23,00:57:42,+0700,1296139387420307500,pecandu_susuibu,Mantan Anak RW,,Sepi amat ni panggilan Udah kaya psbb total aja,in,0,0,0,https://twitter.com/Pecandu_susuibu/status/1319337145392222208,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319244741116981200,1319244741116981248,2020-10-22 18:50:31 SE Asia Standard Time,2020-10-22,18:50:31,+0700,1202645312533196800,crescentdous,Dee🐿,,Ke jakarta naik mobil tuh boleh nggaksih apa psbb total gaboleh keluar masuk kendaraan...,in,4,0,0,https://twitter.com/crescentdous/status/1319244741116981248,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319117219037646800,1319117219037646849,2020-10-22 10:23:47 SE Asia Standard Time,2020-10-22,10:23:47,+0700,799289238260944900,papuakinioke,Papua Kini,,Pemerintah Teluk Bintuni Perpanjang PSBB Total  https://t.co/7qHFpC3QSr,in,0,0,0,https://twitter.com/papuakinioke/status/1319117219037646849,false,,0,,,,,,,,,,,,https://papuakini.co/2020/10/22/pemerintah-teluk-bintuni-perpanjang-psbb-total/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319116289621852200,1319116289621852160,2020-10-22 10:20:06 SE Asia Standard Time,2020-10-22,10:20:06,+0700,799289238260944900,papuakinioke,Papua Kini,,Pemerintah Teluk Bintuni Perpanjang PSBB Total  https://t.co/zraywIzAcu,in,0,0,0,https://twitter.com/papuakinioke/status/1319116289621852160,false,,0,,,,,,,,,,,,https://papuakini.net/2020/10/22/pemerintah-teluk-bintuni-perpanjang-psbb-total/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319107372959232000,1318899036917620736,2020-10-22 09:44:40 SE Asia Standard Time,2020-10-22,09:44:40,+0700,63618734,bronchodong,apalahsayah,,@zarazettirazr @fktmb Liat grafiknya harus psbb total kewes kewes,in,0,0,2,https://twitter.com/bronchodong/status/1319107372959232001,false,,0,,,,,,,,,,,,,,,,,zarazettirazr,Zara 🐪,50682651,fktmb,𝑭𝑲𝑻𝑴𝑩 (Forum Komunikasi Tanah Merah Bersatu),911721133,,,,,,,,,,,,,,,,,,,
1319100670364979200,1319092232574545922,2020-10-22 09:18:02 SE Asia Standard Time,2020-10-22,09:18:02,+0700,1246765161433596000,shield21_,⭐FIND your SHIELD 🔰BRØKÊÑ WÏÑG🔰,,@himawan1978 @BEMUNJ_OFFICIAL Drun drun mana mau Ibukota tenang.....mirip @aniesbaswedan saat ekonomi mulai menggeliat dia terapkan PSBB Total...saat mau demo dia rubah ke PSBB Transisi. Lihat aja....sebentar lagi dia bakal INJAK REM DARURAT lagi alasan pandemi. Satu2nya Gubernur yg kaga perduli soal covid19,in,1,5,11,https://twitter.com/Shield21_/status/1319100670364979200,false,,0,,,,,,,,,,,,,,,,,himawan1978,Respati,103777584,BEMUNJ_OFFICIAL,BEM UNJ,250240875,aniesbaswedan,anies baswedan | sudah #vaksindulu,110312278,,,,,,,,,,,,,,,,
1318917297650626600,1318916084313935875,2020-10-21 21:09:22 SE Asia Standard Time,2020-10-21,21:09:22,+0700,1084088863960707100,rvzdn,다미: vaksin AZ Dosis 1,,"@meusaeternus Kemaren waktu PSBB Total berlaku kembali, aku naik krl ke Bogor wkwkwk",in,1,0,0,https://twitter.com/rvzdn/status/1318917297650626561,false,,0,,,,,,,,,,,,,,,,,meusaeternus,inda,3192986996,,,,,,,,,,,,,,,,,,,,,,
1318877690053623800,1318877690053623808,2020-10-21 18:31:59 SE Asia Standard Time,2020-10-21,18:31:59,+0700,308473841,albenft,workaholic(lagi)💻,,"btw kalo late 2021 masih psbb gawat jg, but considering total population ofc there’s possibility:(",in,0,0,1,https://twitter.com/albenft/status/1318877690053623808,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318838362594181000,1318731524372455426,2020-10-21 15:55:43 SE Asia Standard Time,2020-10-21,15:55:43,+0700,526979411,oji_saeroji,oji saeroji,,@AboutCirebonID Jam malam Itu jauh lebih baik ketimbang psbb total untuk ekonomi masyarakat dan pengendalian wabah,in,0,0,0,https://twitter.com/oji_saeroji/status/1318838362594181120,false,,0,,,,,,,,,,,,,,,,,AboutCirebonID,About Cirebon,278855466,,,,,,,,,,,,,,,,,,,,,,
1318831026253172700,1318745139603333120,2020-10-21 15:26:34 SE Asia Standard Time,2020-10-21,15:26:34,+0700,108519158,nataandreas,Nata Andreas,,"@AboutTNG kalo alasannya revitalisasi masyarakat ga salah, krn jelas bgt sblm renov tertulis sampai “Juni 2020”,   tp kalo alasannya PSBB yaaaa di batasi pengguna fasilitasnya aja krn ‘Pembatasan Sosial’ bukan ‘Penutupan Total’  https://t.co/lPfKSg4wmD",in,0,0,0,https://twitter.com/nataandreas/status/1318831026253172737,false,,1,https://pbs.twimg.com/media/Ek1t02lUcAEV85N.jpg,,,,,,,,,,,,,,,,AboutTNG,About Tangerang,2818687488,,,,,,,https://pbs.twimg.com/media/Ek1t02lUcAEV85N.jpg,,,,,,,,,,,,,,,
1318186227057582000,1318182111539384322,2020-10-19 20:44:21 SE Asia Standard Time,2020-10-19,20:44:21,+0700,709721068856954900,kiwalipitu,kiagengwalipitu,,@PrasetyoEdi_ PSBB total bikin susah usahawan &amp; rakyat  Mas Prass😂😂,in,0,0,0,https://twitter.com/kiwalipitu/status/1318186227057582081,false,,0,,,,,,,,,,,,,,,,,PrasetyoEdi_,Prasetyo Edi Marsudi,1088295819617267713,,,,,,,,,,,,,,,,,,,,,,
1318044730584834000,1317991233273225218,2020-10-19 11:22:06 SE Asia Standard Time,2020-10-19,11:22:06,+0700,1266462930838552600,keramidung,beetlebum,,@yunartowijaya Jadi inget pernyataan PSBB total,in,0,0,0,https://twitter.com/keramidung/status/1318044730584834048,false,,0,,,,,,,,,,,,,,,,,yunartowijaya,Yunarto Wijaya,89418832,,,,,,,,,,,,,,,,,,,,,,
1318027051341738000,1318027051341737984,2020-10-19 10:11:51 SE Asia Standard Time,2020-10-19,10:11:51,+0700,150701020,graceyiskaana,Yiska Graceana,,Psbb total -&gt; di rumah aja -&gt; covid turun -&gt; psbb transisi -&gt; rame -&gt; covid naik -&gt; psbb total lagi. Gitu aja terus sampe... kapan??? Aukah,in,0,0,0,https://twitter.com/graceyiskaana/status/1318027051341737984,false,https://twitter.com/detikcom/status/1318022266807078912,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318011480822804500,1318011480822804480,2020-10-19 09:09:59 SE Asia Standard Time,2020-10-19,09:09:59,+0700,4329003615,psi_jakarta,PSI JAKARTA | #BeraniVaksinSehat,,"PSBB total ataupun transisi, Kami selalu disini,  Siap mendengarkan aduan dan aspirasi, Untuk Bro dan sis warga DKI.  #HadirDanKerjaUntukRakyat  #SiapKerjaSiapDiawasi  https://t.co/PqD9IGdQTY",in,1,5,23,https://twitter.com/PSI_Jakarta/status/1318011480822804480,false,,1,https://pbs.twimg.com/media/EkqEc_4VcAIiLoG.jpg,,,,,,,,,,,,hadirdankerjauntukrakyat,siapkerjasiapdiawasi,,,,,,,,,,,,https://pbs.twimg.com/media/EkqEc_4VcAIiLoG.jpg,,,,,,,,,,,,,,,
1317997687208398800,1317997687208398848,2020-10-19 08:15:10 SE Asia Standard Time,2020-10-19,08:15:10,+0700,112390030,abdurraim,Abdurrahim Yusuf,,"Dipikiran masih berasa psbb total jadi jalan kekantor santai karena mikir bakal ga padet jalanan. Eh , pagi ini jalanan padat #JakartaRamaiLagi",in,0,1,0,https://twitter.com/abdurraim/status/1317997687208398848,false,,0,,,,,,,,,,,,,jakartaramailagi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317835563571900400,1317019418581299201,2020-10-18 21:30:57 SE Asia Standard Time,2020-10-18,21:30:57,+0700,440954954,saipulhasani,ahmad saipul hasani,,"@badglasses @glennmars Di China... begitu wuhan ada ledakan kasus, pemerintah langsung menerapkan Lockdown total. Nah di kita,, maret- April kemaren pemerintah malah eyel2an masalah lockdown. Terakhir, ketika Jakarta mau nerapin PSBB lagi... Malah diganggu ama mentri2.",in,1,1,2,https://twitter.com/saipulhasani/status/1317835563571900417,false,,0,,,,,,,,,,,,,,,,,badglasses,Badglasses,1203396890659700736,glennmars,glennmars,25065219,,,,,,,,,,,,,,,,,,,
1317799338077139000,1317799338077138945,2020-10-18 19:07:00 SE Asia Standard Time,2020-10-18,19:07:00,+0700,1246998036133208000,kalavanya,Quokka,,"Siklus sampe taun depan ""psbb transisi-psbb total-psbb transisi-psbb total"" sampe penduduk endonesia mencapai 120juta penduduk",in,0,0,0,https://twitter.com/kalavanya/status/1317799338077138945,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317791051206176800,1317789670999117825,2020-10-18 18:34:04 SE Asia Standard Time,2020-10-18,18:34:04,+0700,709721068856954900,kiwalipitu,kiagengwalipitu,,@PutraErlangga_ Sebenarnya di DKI Jakarta juga banyak apalagi ketika terjadi PSBB total😂😂😂,in,0,0,0,https://twitter.com/kiwalipitu/status/1317791051206176768,false,,0,,,,,,,,,,,,,,,,,PutraErlangga_,Putra Erlangga 🇲🇨,791235291193352192,,,,,,,,,,,,,,,,,,,,,,
1317406973365604400,1317333124271931392,2020-10-17 17:07:53 SE Asia Standard Time,2020-10-17,17:07:53,+0700,122934031,justdonzh,Donz,,"@irmawindya @Supayamkfc @jokowi Kl pemerintahmu itu lockdown dari hari pertama, usaha semua berenti total. Lalu lanjut ke psbb dab rakyatnya masih ngeyel..  Kena double combo mba.. Udah miskin, plus covid juga tetap banyak..  Liat di Jakarta tuh, mau PSBB ketat kek, transisi kek, tetep aj pd ngeyel",in,0,0,0,https://twitter.com/JustDonzh/status/1317406973365604354,false,,0,,,,,,,,,,,,,,,,,irmawindya,🌄 /juːˈnɔɪ.ə/ 📖,113081155,Supayamkfc,Sofyan,1176374294005182464,,,,,jokowi,Joko Widodo,366987179,,,,,,,,,,,,
1317372118162575400,1317372118162575360,2020-10-17 14:49:23 SE Asia Standard Time,2020-10-17,14:49:23,+0700,81302284,maizalmirivo,rivo maizalmi,,Abis psbb total sabtu langsung kaya biasa disini..macet😂  https://t.co/O8AzBXQh8w,in,0,0,0,https://twitter.com/MaizalmiRivo/status/1317372118162575360,false,,1,https://pbs.twimg.com/media/Ekg-8vZVMAI5cwr.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/media/Ekg-8vZVMAI5cwr.jpg,,,,,,,,,,,,,,,
1317106338770505700,1317106338770505729,2020-10-16 21:13:16 SE Asia Standard Time,2020-10-16,21:13:16,+0700,980097559736721400,albertsolo2,Albert Solo,,"Jakarta terancam PSBB ketat lagi, setelah satgas Covid-19 menyatakan bahwa ibukota negara bekas jajahan Belanda tersebut, masih merupakan yang tertinggi kasus pasien positif Covid-19 di Indonesia hingga saat ini.ahli epidemiologi UI menyarankan agar Jakarta kembali di tutup total",in,0,1,1,https://twitter.com/AlbertSolo2/status/1317106338770505729,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317099622574141400,1317099622574141446,2020-10-16 20:46:35 SE Asia Standard Time,2020-10-16,20:46:35,+0700,50552670,dxrxya,🏡 💉,,Besok adalah weekend pertama setelah jakarta mengakhiri PSBB total. Siap menyaksikan kebangkitan ekonomi di bidang kuliner,in,2,2,0,https://twitter.com/dxrxya/status/1317099622574141446,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317088014300975000,1317088014300975106,2020-10-16 20:00:27 SE Asia Standard Time,2020-10-16,20:00:27,+0700,97868607,angestikosasi,Angesti Putri Kosasi,,syg bgt sm temen temen acuu. udh ga psbb total langsung pd nyariiin mau ketemu🥺 tp jujur udh nyaman bgt di rumah wkwkwka,in,1,0,0,https://twitter.com/angestikosasi/status/1317088014300975106,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317044430788907000,1317044430788907008,2020-10-16 17:07:16 SE Asia Standard Time,2020-10-16,17:07:16,+0700,1215175381126283300,wij_corporate,Wahana.Integrasi.Jaya,,"Then, What's Your Story.. Tell Me On Monday, Ok ?  Good Afternoon, Partners. -WIJ-  #total #total #psbb #masker #jaga #udara #sirkulasi #pakai #jarak  https://t.co/YO3mUTk63c",en,1,0,2,https://twitter.com/wij_corporate/status/1317044430788907008,false,,1,https://pbs.twimg.com/media/EkcU5LwUYAAUBi6.jpg,,,,,,,,,,,,total,total,psbb,masker,,,,,,,,,,https://pbs.twimg.com/media/EkcU5LwUYAAUBi6.jpg,,,,,jaga,udara,sirkulasi,pakai,jarak,,,,,,
1316998537314406400,1316700612398997505,2020-10-16 14:04:54 SE Asia Standard Time,2020-10-16,14:04:54,+0700,394899343,gusmarbot1975,Gus Marbot 1975Ⓜ,,@AgusYudhoyono Caranya biar saya dapet sumbangan gimana toh Mas AHY....ada sekitar 40orang komunitas OJOL dan OPANG yg sangat terpuruk ketika ANIS memberlakukan PSBB TOTAL...@OJOLOPANG_depolebakbulus,in,0,1,1,https://twitter.com/GusMarbot1975/status/1316998537314406406,false,,0,,,,,,,,,,,,,,,,,AgusYudhoyono,Agus Harimurti Yudhoyono (AHY),842986784,,,,,,,,,,,,,,,,,,,,,,
1316981245159592000,1316980109698617345,2020-10-16 12:56:11 SE Asia Standard Time,2020-10-16,12:56:11,+0700,959997017412939800,njuni14,누니 주니 타 ⁷💜,,@KJooniejm @minkyungsa Psbb transisi tuh jadinya mau di buka total?,in,1,0,0,https://twitter.com/Njuni14/status/1316981245159591936,false,,0,,,,,,,,,,,,,,,,,KJooniejm,free to unfoll,1014753003386036224,minkyungsa,Aca 🐼,1092797845193793536,,,,,,,,,,,,,,,,,,,
1316972894350725000,1316966401861615617,2020-10-16 12:23:00 SE Asia Standard Time,2020-10-16,12:23:00,+0700,1341918810,esmoekhtar,Es.Ha.Moekhtar,,"@PendekarPetir17 @susipudjiastuti belum lagi, sumber pencaharian lumpuh total dampak PSBB",in,0,0,2,https://twitter.com/EsMoekhtar/status/1316972894350725121,false,,0,,,,,,,,,,,,,,,,,PendekarPetir17,Terendaplaraku,1201571411971559425,susipudjiastuti,Susi Pudjiastuti,2606229566,,,,,,,,,,,,,,,,,,,
1316930605452583000,1316921036215123969,2020-10-16 09:34:58 SE Asia Standard Time,2020-10-16,09:34:58,+0700,99230386,miftahspara,M Miftahul Firdaus,,"@detikcom @detikfinance Kenapa alasannya Covid ya, padahal Lock Down dan PSBB total aja dihambat.",in,0,0,0,https://twitter.com/miftahspara/status/1316930605452582913,false,,0,,,,,,,,,,,,,,,,,detikcom,detikcom,69183155,detikfinance,DetikFinance,135795460,,,,,,,,,,,,,,,,,,,
1316840686432317400,1316840686432317441,2020-10-16 03:37:40 SE Asia Standard Time,2020-10-16,03:37:40,+0700,178014055,venaxian,Tyven Venaxian,,"Ah bisa2an aje media. Biar di lakuin PSBB total lg, matiin roda ekonomi lg.",in,0,0,0,https://twitter.com/Venaxian/status/1316840686432317441,false,https://twitter.com/CNNIndonesia/status/1316840344667922432,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316691736618385400,1316691736618385410,2020-10-15 17:45:47 SE Asia Standard Time,2020-10-15,17:45:47,+0700,370039102,eleostheofilusg,@EleosTheofilusG,,"*Mana Yang Betul, ET....?* . . . Beberapa Teman japri menceritakan  persoalan Keluarganya, terutama berkaitan dengan masalah Ekonominya. . Pandemi, PSBB.... Duh... Apa yang terjadi dengan teman ini? Kerjaannya mandeg total. Sempat miris saya memikirkannya… https://t.co/YN69PesU28",in,1,0,0,https://twitter.com/EleosTheofilusG/status/1316691736618385410,false,,0,,,,,,,,,,,,https://lnkd.in/gc3WFdw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316576915927359500,1316574877126598656,2020-10-15 10:09:32 SE Asia Standard Time,2020-10-15,10:09:32,+0700,784830912362008600,neverwinterbx,box.,,"@milosaurus___ Lumayan lah drpd psbb total, bioskop udah boleh buka loh kalo berani nonton sih wkwk",in,0,0,0,https://twitter.com/neverwinterbx/status/1316576915927359488,false,,0,,,,,,,,,,,,,,,,,milosaurus___,m i l o 🌻,1262415835785621509,,,,,,,,,,,,,,,,,,,,,,
